Year,SeqNumber,identity,Yrs_exp,Education,Top_J_Pubs,Ref_J_Pubs,Textbooks,Research_Books,Other_Pubs,Salary,Summer,summer_yrs,res_budget,move_supp,tch_load,Tenure_Req_Lvl,Tenure_Req_A,Tenure_Req_tot,Position,location,pub_prvt,Union,Country,Region,schl_deg,accredit,Accepted_ornot,Tch/Res,%_Summer,%_Budget,tot_J pubs
2012/2014,4,NA,5,Phd/DBA,0,12,0,0,30,"$11,000",NA,NA,"$3,500",NA,6,2,NA,NA,assoc/not tenured,urban,private,No,UAE,NA,Doctorate,none,Have accepted,Teach (>4),0,1,12
2012/2014,5,NA,2,Phd/DBA,1,4,0,3,15,"$54,898",NA,3,NA,NA,4,NA,3,5,Asst,urban,public,Yes,Germany,NA,Doctorate,National,Have accepted,Research (<=4),0,0,5
2012/2014,6,NA,2,Phd/DBA,2,NA,NA,NA,NA,"$150,000","$33,000",3,"$10,000","$10,000",3,2,9,9,Asst,urban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2012/2014,7,NA,3,Phd/DBA,2,1,NA,NA,3,"$87,500",NA,NA,"$1,500",NA,9,1,0,4,switched Asst,urban,private,No,USA,US M.W.,Masters,Regional,Have accepted,Teach (>4),0,1,3
2012/2014,8,NA,3,Phd/DBA,0,0,0,0,10,"$120,000","$24,000",3,NA,"$12,000",4,2,5,10,Asst,NA,private,No,USA,NA,Doctorate,Regional,Have accepted,Research (<=4),1,0,0
2012/2014,9,NA,1,Phd/DBA,1,1,NA,NA,1,"$110,000",NA,NA,"$13,000","$2,000",2,2,3,5,Asst,urban,public,No,Asia,NA,Doctorate,National,won't accept,Research (<=4),0,1,2
2012/2014,10,NA,17,Phd/DBA,6,10,NA,NA,NA,"$175,000",NA,NA,"$6,000","$12,000",3.5,2,2,6,full/chair,rural,public,Yes,USA,US M.W.,NA,National,Have accepted,Research (<=4),0,1,16
2012/2014,11,NA,6,Phd/DBA,1,2,0,0,5,"$85,000",NA,NA,NA,"$2,500",6,2,NA,NA,switched Asst,suburban,public,No,NA,NA,Masters,National,Have accepted,Teach (>4),0,0,3
2012/2014,12,NA,2,Phd/DBA,0,1,NA,NA,4,"$125,000","$28,000",3,"$10,000","$10,000",4,2,3,9,Asst,urban,private,NA,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),1,1,1
2012/2014,13,NA,2,Phd/DBA,0,1,NA,NA,4,"$120,000","$25,000",3,"$8,000","$12,000",4,2,2,7,Asst,rural,NA,Yes,Canada,NA,Doctorate,National,won't accept,Research (<=4),1,1,1
2012/2014,14,NA,2,Phd/DBA,0,1,NA,NA,4,"$131,000",NA,NA,"$15,000","$3,500",3,NA,3,5,Asst,urban,public,NA,Asia,NA,Doctorate,National,Have accepted,Research (<=4),0,1,1
2012/2014,15,NA,2,Phd/DBA,0,1,NA,NA,4,"$125,000",NA,NA,"$10,000","$18,000",2,2,3,7,Asst,urban,mixed,NA,Europe,NA,Doctorate,National,won't accept,Research (<=4),0,1,1
2012/2014,NA,NA,7,NA,2,2,NA,NA,5,"$135,000","$15,000",2,"$3,000","$10,000",5,NA,2,7,switched Asst,urban,private,NA,USA,NA,NA,NA,won't accept,Teach (>4),1,1,4
2012/2014,8,NA,5,Phd/DBA,2,2,NA,NA,4,"$81,500","$4,500",4,"$1,800","$5,000",8,1,0,4,assoc/not tenured,rural,private,No,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,1,4
2012/2014,1,yes,3,Phd/DBA,0,4,NA,NA,8,"$123,000","$27,000",2,"$5,000","$5,000",3,2,3,9,Asst,suburban,mixed,NA,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,1,4
2012/2014,2,NA,5,Phd/DBA,0,11,0,0,8,"$100,000","$10,000",1,"$2,000","$5,000",6,2,0,5,switched Asst,suburban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,11
2012/2014,3,yes,16,Phd/DBA,4,17,0,0,5,"$160,000",NA,NA,"$2,400","$10,000",3,2,2,4,associate/tenure,urban,private,No,USA,US W.,Masters,National,Have accepted,Research (<=4),0,1,21
2014/2015,1,NA,2,NA,1,1,NA,NA,NA,"$130,000","$8,000",5,NA,NA,NA,NA,NA,NA,Asst,suburban,public,NA,USA,US W.,Doctorate,NA,NA,NA,1,0,2
2014/2015,2,NA,10,NA,18,32,NA,NA,40,"$135,000",NA,NA,"$5,000",NA,4,NA,2,10,associate/tenure,urban,public,Yes,USA,US S.,Doctorate,National,won't accept,Research (<=4),0,1,50
2014/2015,3,yes,7,Phd/DBA,2,8,NA,NA,3,"$135,000","$10,000",2,"$4,000","$10,000",4,2,3,10,switched Asst,suburban,public,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,10
2014/2015,4,NA,3,Phd/DBA,3,20,6,1,70,"$120,000","$10,800",2,"$4,500","$5,000",4,2,2,10,switched Asst,urban,public,Yes,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,23
2014/2015,5,yes,1,Phd/DBA,2,0,0,0,7,"$140,000","$28,000",3,"$8,500","$5,000",4,2,4,9,Asst,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2014/2015,6,yes,2,Phd/DBA,0,1,0,0,14,"$105,000","$8,000",2,"$1,000","$8,000",6,2,1,2,Asst,suburban,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,1
2014/2015,7,yes,0.5,Phd/DBA,0,1,0,0,11,"$105,000",NA,NA,NA,"$3,000",4,2,3,10,Asst,suburban,public,Yes,USA,US N.E.,Bachelor,NA,Have accepted,Research (<=4),0,0,1
2014/2015,8,NA,10,Phd/DBA,1,60,0,1,30,"$140,000",NA,NA,NA,NA,NA,2,NA,NA,associate/tenure,urban,public,Yes,USA,US N.E.,Doctorate,National,Have accepted,NA,0,0,61
2014/2015,9,NA,9,Phd/DBA,0,4,1,0,7,"$97,000",NA,NA,"$1,500","$2,000",8,1,0,4,switched Asst,suburban,public,No,USA,US S.,Bachelor,National,Have accepted,Teach (>4),0,1,4
2014/2015,10,NA,16,Phd/DBA,0,24,0,17,51,"$155,000",NA,NA,NA,NA,4,NA,NA,NA,full/chair,urban,public,No,USA,US N.E.,Doctorate,Regional,won't accept,Research (<=4),0,0,24
2014/2015,11,NA,3,Phd/DBA,0,1,0,0,4,"$95,700",NA,NA,NA,"$3,000",3,1,1,10,Asst,suburban,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),0,0,1
2014/2015,12,NA,1,Phd/DBA,0,2,0,0,0,"$125,000","$7,000",2,"$3,000","$4,000",5,2,1,6,Asst,urban,private,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,2
2014/2015,13,NA,4,Phd/DBA,1,6,NA,NA,6,"$122,000","$10,000",2,"$2,400",NA,4,2,5,15,switched Asst,urban,private,No,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,7
2014/2015,14,NA,10,Phd/DBA,1,18,0,0,1,"$95,000",NA,2,NA,NA,6,2,2,6,switched Asst,urban,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,0,19
2014/2015,15,yes,13,Phd/DBA,2,100,NA,NA,50,"$110,000",NA,NA,NA,NA,6,2,NA,NA,full/chair,urban,public,Yes,USA,US W.,Masters,National,Have accepted,Teach (>4),0,0,102
2014/2015,16,yes,16,Phd/DBA,4,17,0,0,5,"$190,000",NA,NA,"$2,400","$10,000",3,2,2,4,associate/tenure,urban,private,No,USA,US W.,Masters,National,Have accepted,Research (<=4),0,1,21
2014/2015,17,NA,2,Phd/DBA,1,0,0,NA,4,"$103,000","$20,000",3,"$3,000","$5,000",4,2,4,6,Asst,urban,public,Yes,USA,US W.,Masters,Regional,Have accepted,Research (<=4),1,1,1
2014/2015,18,yes,3,Phd/DBA,0,1,0,0,6,"$150,000","$33,333",6,"$7,000","$25,000",3,3,4,4,Asst,rural,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),1,1,1
2015/2016,1,yes,0.5,Phd/DBA,1,3,0,0,1,"$105,000","$20,000",3,NA,"$5,000",4,2,NA,NA,Asst,urban,public,Yes,USA,US W.,Masters,National,Have accepted,Research (<=4),1,0,4
2015/2016,2,yes,1,Phd/DBA,1,4,0,0,15,"$130,000","$20,000",3,"$3,000","$7,500",4,2,4,12,Asst,suburban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,5
2015/2016,3,NA,3,Phd/DBA,0,0,0,0,5,"$95,000",NA,NA,"$4,000","$7,000",6,1,0,5,Asst,NA,public,NA,USA,NA,Masters,National,Have accepted,Teach (>4),0,1,0
2015/2016,4,NA,6,Phd/DBA,2,7,0,1,40,"$64,000",NA,na,"$3,500","$6,000",4,2,4,4,switched Asst,urban,public,Yes,Netherlands,NA,Doctorate,National,Have accepted,Research (<=4),0,1,9
2015/2016,5,NA,1,Phd/DBA,NA,2,NA,NA,4,"$88,000",NA,NA,$-,"$1,500",5,2,0,6,Asst,suburban,private,No,USA,US N.E.,Masters,National,won't accept,Teach (>4),0,0,2
2015/2016,6,NA,1,Phd/DBA,0,2,0,0,11,"$102,000","$5,000",3,"$1,600","$10,000",6,1,0,4,Asst,rural,public,Yes,USA,US W.,Masters,National,Have accepted,Teach (>4),1,1,2
2015/2016,7,NA,3,Phd/DBA,0,1,0,0,4,"$140,000","$31,111",3,"$4,000","$10,000",4,2,1,8,switched Asst,urban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,1
2015/2016,8,NA,3,Phd/DBA,1,1,NA,NA,12,"$110,000","$10,000",3,"$4,000","$5,000",5,NA,1,5,Asst,suburban,private,No,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,1,2
2015/2016,9,NA,5,Phd/DBA,0,4,0,0,16,"$90,000",NA,NA,$-,"$4,000",3,2,2,5,switched Asst,urban,public,No,USA,US W.,Masters,National,might accept,Research (<=4),0,0,4
2015/2016,10,NA,4,Phd/DBA,1,1,NA,NA,28,"$73,228",NA,NA,"$5,500","$20,000",2,2,2,12,switched Asst,urban,NA,NA,New Zealand,NA,Doctorate,NA,Have accepted,Research (<=4),0,1,2
2015/2016,11,yes,4,Phd/DBA,0,8,0,0,10,"$135,000","$10,000",2,"$2,500",$-,5,2,1,6,switched Asst,urban,private,No,USA,US W.,Masters,National,Have accepted,Teach (>4),1,1,8
2015/2016,12,yes,1,Phd/DBA,1,2,0,0,4,"$132,000","$10,000",2,"$2,500","$6,000",5,2,1,6,Asst,urban,private,No,USA,US W.,Masters,National,Have accepted,Teach (>4),1,1,3
2015/2016,13,yes,1,Phd/DBA,2,1,NA,NA,NA,"$170,000",NA,NA,NA,"$8,000",3,2,NA,NA,Asst,unspecified,public,NA,USA,US S.,Doctorate,National,Have accepted,Research (<=4),0,0,3
2015/2016,14,yes,8,Phd/DBA,0,2,0,0,3,"$80,000",NA,0,"$2,500",$-,8,0,0,0,switched Asst,urban,private,No,USA,US S.,Masters,Regional,Have accepted,Teach (>4),0,1,2
2015/2016,15,yes,5,Phd/DBA,2,3,NA,NA,30,"$105,000",NA,0,$-,"$2,000",5,2,0,5,switched Asst,rural,public,No,USA,US S.,Doctorate,National,Have accepted,Teach (>4),0,0,5
2015/2016,16,NA,7,Phd/DBA,2,12,0,0,20,"$100,000","$8,000",3,NA,"$3,000",2,1,0,6,assoc/not tenured,suburban,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),1,0,14
2015/2016,17,NA,7,Phd/DBA,1,NA,NA,NA,10,"$167,000","$2,000",NA,NA,NA,6,NA,NA,NA,instructor,suburban,public,Yes,USA,US M.W.,Doctorate,National,Have accepted,Teach (>4),1,0,1
2015/2016,18,NA,2,Phd/DBA,0,2,0,0,5,"$80,000",NA,NA,"$2,500","$5,000",6,1,5,1.5,Asst,rural,public,No,USA,US S.,Masters,Regional,might accept,Teach (>4),0,1,2
2015/2016,19,yes,3,Phd/DBA,0,0,0,0,4,"$145,000","$32,000",3,"$2,500","$10,000",4,2,8,8,Asst,suburban,public,Yes,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2015/2016,20,yes,3,Phd/DBA,0,0,0,0,4,"$100,000","$25,000",2,"$2,500","$5,000",4,1,5,0,Asst,urban,public,No,USA,US M.W.,Doctorate,National,won't accept,Research (<=4),1,1,0
2015/2016,21,yes,3,Phd/DBA,0,0,0,0,4,"$93,000",NA,NA,$-,$-,6,1,4,0,Asst,rural,public,No,USA,US M.W.,Bachelor,National,won't accept,Teach (>4),0,0,0
2015/2016,22,yes,1,Phd/DBA,0,1,1,0,4,"$130,000","$4,000",1,$-,$-,6,1,NA,NA,Asst,suburban,private,Yes,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,0,1
2016/2017,004,NA,0,Phd/DBA,NA,NA,NA,NA,NA,"$115,000",NA,NA,NA,NA,8,NA,NA,NA,Asst,NA,private,No,USA,US S.,Doctorate,National,Have accepted,Teach (>4),0,0,0
2016/2017,005,yes,0,Phd/DBA,NA,NA,NA,NA,NA,"$70,000",NA,NA,NA,NA,9,NA,0,NA,Asst,NA,public,No,USA,US S.,Masters,Regional,won't accept,Teach (>4),0,0,0
2016/2017,006,yes,5,Phd/DBA,2,8,NA,NA,NA,"$135,000","$20,000",3,"$6,000",NA,4,NA,6,NA,switched Asst,NA,public,Yes,USA,US M.W.,Masters,National,Have accepted,Research (<=4),1,1,10
2016/2017,007,yes,3.5,Phd/DBA,2,6,NA,NA,NA,"$105,000",NA,NA,"$10,000",NA,4,NA,2,NA,switched Asst,NA,private,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),0,1,8
2016/2017,008,NA,3,Phd/DBA,0,3,NA,NA,NA,"$108,000","$12,000",2,NA,NA,6,NA,0,NA,switched Asst,NA,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,0,3
2015/2016,009,yes,22,Phd/DBA,1,96,NA,NA,NA,"$200,000","$17,500",3,"$7,500",NA,2,NA,3,NA,full/chair,NA,public,Yes,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,1,97
2015/2016,010,yes,22,Phd/DBA,1,96,NA,NA,NA,"$190,000","$20,000",3,"$3,000",NA,3,NA,3,NA,full/chair,NA,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,97
2016/2017,011,yes,0,Phd/DBA,NA,NA,NA,NA,NA,"$98,000",NA,NA,"$1,000",NA,6,NA,2,NA,Asst,NA,public,Yes,USA,US M.W.,Masters,Regional,Have accepted,Teach (>4),0,1,0
2016/2017,012,NA,5,Phd/DBA,0,0,NA,NA,NA,"$70,000",NA,NA,"$1,200",NA,24,NA,NA,NA,visitor,NA,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,0
2016/2017,013,NA,5,Phd/DBA,NA,NA,NA,NA,NA,"$97,000",NA,NA,"$1,500",NA,5,NA,NA,NA,Asst,NA,Mixed,Yes,USA,US N.E.,Bachelor,Regional,won't accept,Teach (>4),0,1,0
2016/2017,014,NA,5,Phd/DBA,NA,NA,NA,NA,NA,"$72,000",NA,NA,"$1,200",NA,8,NA,4,NA,Asst,NA,public,No,USA,US M.W.,Masters,NA,won't accept,Teach (>4),0,1,0
2016/2017,015,NA,5,Phd/DBA,NA,NA,NA,NA,NA,"$88,000",NA,NA,"$2,200",NA,6,NA,4,NA,switched Asst,NA,public,No,USA,US N.E.,Bachelor,National,might accept,Teach (>4),0,1,0
2016/2017,016,NA,1,Phd/DBA,NA,3,NA,NA,NA,"$112,000","$6,000",2,$800,NA,6,NA,6,NA,Asst,NA,private,No,USA,US N.E.,Masters,National,won't accept,Teach (>4),1,1,3
2016/2017,017,NA,4,Phd/DBA,NA,NA,NA,NA,NA,"$103,000","$5,000",NA,"$2,000",NA,12,NA,NA,NA,switched Asst,NA,private,No,USA,US S.,Doctorate,National,Have accepted,Teach (>4),1,1,0
2016/2017,19,NA,0,Phd/DBA,NA,NA,NA,NA,NA,"$108,000","$10,000",2,$-,NA,4,NA,4,NA,Asst,NA,private,No,USA,US S.,Masters,National,Have accepted,Research (<=4),1,0,0
2016/2017,20,NA,4,Phd/DBA,NA,NA,NA,NA,NA,"$50,000",NA,NA,$-,NA,18,NA,NA,NA,instructor,NA,public,No,USA,US N.E.,Doctorate,National,might accept,Teach (>4),0,0,0
2017/2018,21,NA,5,Phd/DBA,2,NA,NA,NA,NA,"$137,500","$30,000",2,"$3,500",NA,3,NA,2,NA,switched Asst,NA,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2017/2018,22,NA,NA,Phd/DBA,0,NA,NA,NA,NA,"$100,000","$5,000",1,"$5,000",NA,6,NA,0,NA,Asst,NA,public,No,USA,US W.,Masters,National,Have accepted,Teach (>4),1,1,0
2017/2018,23,NA,1,Phd/DBA,4,NA,NA,NA,NA,"$235,000","$50,000",4,"$20,000",NA,3,NA,4,NA,full/chair,NA,public,Yes,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),1,1,4
2017/2018,24,NA,2,Phd/DBA,2,NA,NA,NA,NA,"$130,000","$13,500",3,"$2,000",NA,NA,NA,2,NA,Asst,NA,public,NA,USA,US N.E.,Doctorate,National,Have accepted,NA,1,1,2
2017/2018,25,NA,3,Phd/DBA,5,NA,NA,NA,NA,"$240,000","$48,000",4,"$25,000",NA,2,NA,5,NA,full/chair,NA,public,Yes,USA,US W.,Doctorate,National,won't accept,Research (<=4),1,1,5
2017/2018,26,NA,2,Phd/DBA,0,NA,NA,NA,NA,"$95,000","$9,500",2,"$2,500",NA,4,NA,0,NA,Asst,NA,public,Yes,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,0
2017/2018,27,NA,6,Phd/DBA,3,NA,NA,NA,NA,"$120,000","$13,300",3,"$20,000",NA,4,NA,3,NA,Asst,NA,public,Yes,USA,US M.W.,Masters,National,Have accepted,Research (<=4),1,1,3
2017/2018,28,NA,0,Phd/DBA,7,NA,NA,NA,NA,"$185,000","$41,000",4,"$12,500",NA,3,NA,7,NA,associate/tenure,NA,mixed,No,USA,NA,Doctorate,National,Have accepted,Research (<=4),1,1,7
2017/2018,29,NA,0,Phd/DBA,5,NA,NA,NA,NA,"$95,000",NA,NA,"$1,200",NA,8,NA,5,NA,Asst,NA,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,5
2017/2018,30,yes,4,Phd/DBA,1,NA,NA,NA,NA,"$205,000",NA,6,"$5,000",NA,3,NA,1,NA,associate/tenure,NA,public,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),0,1,1
2017/2018,31,NA,5,Phd/DBA,NA,NA,NA,NA,NA,"$120,000",NA,NA,"$5,000",NA,4,NA,NA,NA,visitor,NA,public,Yes,USA,US W.,Bachelor,National,won't accept,Research (<=4),0,1,0
2017/2018,32,NA,4,Phd/DBA,NA,NA,NA,NA,NA,"$110,000","$8,000",2,"$25,000",NA,4,NA,NA,NA,Asst,NA,public,Yes,USA,US W.,Bachelor,National,Have accepted,Research (<=4),1,1,0
2017/2018,33,NA,4,Phd/DBA,NA,NA,NA,NA,NA,"$110,000","$15,000",3,$-,NA,5,NA,NA,NA,switched Asst,NA,public,No,USA,US M.W.,Bachelor,National,Have accepted,Teach (>4),1,0,0
2017/2018,34,yes,4,Phd/DBA,2,NA,NA,NA,NA,"$159,300","$35,000",2,"$5,000",NA,2,NA,2,NA,switched Asst,NA,public,No,USA,US W.,NA,NA,Have accepted,Research (<=4),1,1,2
2018/2019,35,Yes,16,Phd/DBA,40,120,NA,NA,NA,"$262,500","$20,000",2,"$10,000",NA,2,NA,NA,NA,full/chair,NA,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,160
2018/2019,36,Yes,3,Phd/DBA,4,8,NA,NA,NA,"$96,000","$8,000",2,"$2,000",NA,6,NA,NA,NA,instructor,NA,private,No,USA,US M.W.,Masters,NA,might accept,Teach (>4),1,1,12
2018/2019,37,Yes,0,Phd/DBA,0,0,NA,NA,NA,"$165,000","$36,667",2,"$8,000",NA,3,NA,NA,NA,Asst,NA,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2018/2019,38,Yes,20,Phd/DBA,4,19,NA,NA,NA,"$123,500","$8,000",2,"$1,000",NA,5,NA,NA,NA,Asst,NA,public,No,USA,US S.,Doctorate,National,Have accepted,Teach (>4),1,1,23
2018/2019,39,Yes,3,Phd/DBA,5,5,NA,NA,NA,"$145,000","$32,000",2,"$7,000",NA,4,NA,NA,NA,switched Asst,NA,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,10
2017/2018,40,NA,4,Phd/DBA,2,7,NA,NA,NA,"$58,500",NA,NA,$-,NA,10,NA,NA,NA,switched Asst,NA,public,Yes,USA,US N.E.,Bachelor,National,Have accepted,Teach (>4),0,0,9
2016/2017,41,Yes,NA,Phd/DBA,5,9,NA,NA,NA,"$119,000","$11,000",3,"$2,000",NA,4,NA,NA,NA,switched Asst,NA,public,Yes,Canada,NA,Doctorate,National,Have accepted,Research (<=4),1,1,14
2018/2019,42,NA,1,Phd/DBA,0,2,NA,NA,NA,"$125,000",NA,NA,"$15,000",NA,3,NA,NA,NA,Asst,NA,mixed,Yes,Canada,NA,Doctorate,National,Have accepted,Research (<=4),0,1,2
2016/2017,43,NA,19,Phd/DBA,0,0,NA,NA,NA,"$150,000",NA,NA,"$25,000",NA,5,NA,NA,NA,full/chair,NA,public,Yes,Ireland,NA,Doctorate,National,Have accepted,Teach (>4),0,1,0
2018/2019,45,Yes,13,Phd/DBA,3,3,NA,NA,NA,"$105,000",NA,NA,"$5,000",NA,8,NA,NA,NA,instructor,NA,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,6
2018/2019,46,NA,0,Phd/DBA,2500,2500,NA,NA,NA,"$92,000","$3,000",2,"$2,500",NA,5,NA,2,NA,Asst,NA,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,5000
2018/2019,47,NA,0,Phd/DBA,6000,6000,NA,NA,NA,"$102,000","$7,000",2,"$6,000",NA,6,NA,NA,NA,Asst,NA,public,No,USA,US M.W.,Masters,National,might accept,Teach (>4),1,1,12000
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
