Year,#,identity,Yrs_exp,Educ.,Top J Pubs,Ref J Pubs,Textbooks,Research Books,Other Pubs,Salary,Summer,summer_yrs,res_budget,move_supp,tch_load,Tenure Req Lvl,Tenure Req #A,Tenure Req #tot,Position,location,pub_prvt,Union?,Country,Region,schl_deg,accredit.,Accepted?,Tch/Res,%_Summer,%_Budget,tot_J pubs
2016/2017,20,,4,Phd/DBA,,,,,," $50,000 ",,, $- ,,18,,,,instructor,,public,No,USA,US N.E.,Doctorate,National,might accept,Teach (>4),0,0,0
2017/2018,21,,5,Phd/DBA,2,,,,," $137,500 "," $30,000 ",2," $3,500 ",,3,,2,,switched Asst,,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2017/2018,22,,,Phd/DBA,0,,,,," $100,000 "," $5,000 ",1," $5,000 ",,6,,0,,Asst,,public,No,USA,US W.,Masters,National,Have accepted,Teach (>4),1,1,0
2017/2018,23,,1,Phd/DBA,4,,,,," $235,000 "," $50,000 ",4," $20,000 ",,3,,4,,full/chair,,public,Yes,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),1,1,4
2017/2018,24,,2,Phd/DBA,2,,,,," $130,000 "," $13,500 ",3," $2,000 ",,,,2,,Asst,,public,,USA,US N.E.,Doctorate,National,Have accepted, ,1,1,2
2017/2018,25,,3,Phd/DBA,5,,,,," $240,000 "," $48,000 ",4," $25,000 ",,2,,5,,full/chair,,public,Yes,USA,US W.,Doctorate,National,won't accept,Research (<=4),1,1,5
2017/2018,26,,2,Phd/DBA,0,,,,," $95,000 "," $9,500 ",2," $2,500 ",,4,,0,,Asst,,public,Yes,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,0
2017/2018,27,,6,Phd/DBA,3,,,,," $120,000 "," $13,300 ",3," $20,000 ",,4,,3,,Asst,,public,Yes,USA,US M.W.,Masters,National,Have accepted,Research (<=4),1,1,3
2017/2018,28,,0,Phd/DBA,7,,,,," $185,000 "," $41,000 ",4," $12,500 ",,3,,7,,associate/tenure,,mixed,No,USA,,Doctorate,National,Have accepted,Research (<=4),1,1,7
2017/2018,29,,0,Phd/DBA,5,,,,," $95,000 ",,," $1,200 ",,8,,5,,Asst,,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,5
2017/2018,30,yes,4,Phd/DBA,1,,,,," $205,000 ",,6," $5,000 ",,3,,1,,associate/tenure,,public,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),0,1,1
2017/2018,31,,5,Phd/DBA,,,,,," $120,000 ",,," $5,000 ",,4,,,,visitor,,public,Yes,USA,US W.,Bachelor,National,won't accept,Research (<=4),0,1,0
2017/2018,32,,4,Phd/DBA,,,,,," $110,000 "," $8,000 ",2," $25,000 ",,4,,,,Asst,,public,Yes,USA,US W.,Bachelor,National,Have accepted,Research (<=4),1,1,0
2017/2018,33,,4,Phd/DBA,,,,,," $110,000 "," $15,000 ",3, $- ,,5,,,,switched Asst,,public,No,USA,US M.W.,Bachelor,National,Have accepted,Teach (>4),1,0,0
2017/2018,34,yes,4,Phd/DBA,2,,,,," $159,300 "," $35,000 ",2," $5,000 ",,2,,2,,switched Asst,,public,No,USA,US W.,,,Have accepted,Research (<=4),1,1,2
2018/2019,35,Yes,16,Phd/DBA,40,120,,,," $262,500 "," $20,000 ",2," $10,000 ",,2,,,,full/chair,,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,160
2018/2019,36,Yes,3,Phd/DBA,4,8,,,," $96,000 "," $8,000 ",2," $2,000 ",,6,,,,instructor,,private,No,USA,US M.W.,Masters,,might accept,Teach (>4),1,1,12
2018/2019,37,Yes,0,Phd/DBA,0,0,,,," $165,000 "," $36,667 ",2," $8,000 ",,3,,,,Asst,,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2018/2019,38,Yes,20,Phd/DBA,4,19,,,," $123,500 "," $8,000 ",2," $1,000 ",,5,,,,Asst,,public,No,USA,US S.,Doctorate,National,Have accepted,Teach (>4),1,1,23
2018/2019,39,Yes,3,Phd/DBA,5,5,,,," $145,000 "," $32,000 ",2," $7,000 ",,4,,,,switched Asst,,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,10
2017/2018,40,,4,Phd/DBA,2,7,,,," $58,500 ",,, $- ,,10,,,,switched Asst,,public,Yes,USA,US N.E.,Bachelor,National,Have accepted,Teach (>4),0,0,9
2016/2017,41,Yes,,Phd/DBA,5,9,,,," $119,000 "," $11,000 ",3," $2,000 ",,4,,,,switched Asst,,public,Yes,Canada,,Doctorate,National,Have accepted,Research (<=4),1,1,14
2018/2019,42,,1,Phd/DBA,0,2,,,," $125,000 ",,," $15,000 ",,3,,,,Asst,,mixed,Yes,Canada,,Doctorate,National,Have accepted,Research (<=4),0,1,2
2016/2017,43,,19,Phd/DBA,0,0,,,," $150,000 ",,," $25,000 ",,5,,,,full/chair,,public,Yes,Ireland,,Doctorate,National,Have accepted,Teach (>4),0,1,0
2018/2019,45,Yes,13,Phd/DBA,3,3,,,," $105,000 ",,," $5,000 ",,8,,,,instructor,,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,6
2018/2019,46,,0,Phd/DBA,2500,2500,,,," $92,000 "," $3,000 ",2," $2,500 ",,5,,2,,Asst,,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,5000
2018/2019,47,,0,Phd/DBA,6000,6000,,,," $102,000 "," $7,000 ",2," $6,000 ",,6,,,,Asst,,public,No,USA,US M.W.,Masters,National,might accept,Teach (>4),1,1,12000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
